"IDENTIFICADOR_NOTA_FISCAL";"DATA_EMISSAO";"OPERACAO_FISCAL";"TIPO_TRANSACAO";"CODIGO_PEDIDO_MULTICANAL";"CODIGO_FILIAL";"TRANSACAO_CLIENTE";"CODIGO_NOTA_FISCAL_ORIGEM";"FORMA_PAGAMENTO";"VALOR_NOTA_FISCAL";"NUMERO_NOTA_FISCAL";"DATA_ATUALIZACAO";"LOJA_24H";"ESTADO";"ENDERECO";"BAIRRO";"CIDADE";"CEP"
921222610;"16/08/2012";1;;;1522;2;;5;66.86;135;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222614;"16/08/2012";1;;;1522;2;;1;12.09;137;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222616;"16/08/2012";1;;;1522;2;;5;113.97;140;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222618;"16/08/2012";1;;;1522;2;;4;16.58;138;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222619;"16/08/2012";1;;;1522;2;;5;10.99;142;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222621;"16/08/2012";1;;;1522;2;;4;60.97;144;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222623;"16/08/2012";1;;;1522;2;;5;23.78;146;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222624;"16/08/2012";1;;;1522;2;;1;5.41;151;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222628;"16/08/2012";1;;;1522;2;;1;21.48;155;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222634;"16/08/2012";1;;;1522;2;;1;6.49;156;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222635;"16/08/2012";1;;;1522;2;;6;85.88;157;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222636;"16/08/2012";1;;;1522;2;;1;3.85;159;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222638;"16/08/2012";1;;;1522;2;;5;72.23;161;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222639;"16/08/2012";1;;;1522;2;;1;13.86;163;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222640;"16/08/2012";1;;;1522;2;;1;5.02;164;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222648;"16/08/2012";1;;;1522;2;;1;6.9;165;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222653;"16/08/2012";1;;;1522;2;;4;44.96;166;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222659;"16/08/2012";1;;;1522;2;;1;16.78;168;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222660;"16/08/2012";1;;;1522;2;;4;20.53;169;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222661;"16/08/2012";1;;;1522;2;;5;77.64;171;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222662;"16/08/2012";1;;;1522;2;;1;6.49;173;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222676;"16/08/2012";1;;;1522;2;;5;30.82;174;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222681;"16/08/2012";1;;;1522;2;;5;75.8;176;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222683;"16/08/2012";1;;;1522;2;;1;33.01;178;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222684;"16/08/2012";1;;;1522;2;;4;45.84;184;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222685;"16/08/2012";1;;;1522;2;;4;189.08;181;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222687;"16/08/2012";1;;;1522;2;;5;28.39;186;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222688;"16/08/2012";1;;;1522;2;;1;10.99;179;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222700;"16/08/2012";1;;;1522;2;;4;10.79;188;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222708;"16/08/2012";1;;;1522;2;;5;83.81;190;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222712;"16/08/2012";1;;;1522;2;;1;13.08;192;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222716;"16/08/2012";1;;;1522;2;;1;11.88;193;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222719;"16/08/2012";1;;;1522;2;;1;16.17;195;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222721;"16/08/2012";1;;;1522;2;;1;36.19;194;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222722;"16/08/2012";1;;;1522;2;;4;18.14;129;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222729;"16/08/2012";1;;;1522;2;;5;24.62;127;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222730;"16/08/2012";1;;;1522;2;;5;10.54;133;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222731;"16/08/2012";1;;;1522;2;;4;24.65;131;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222732;"16/08/2012";1;;;1522;2;;5;15.01;135;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222735;"16/08/2012";1;;;1522;2;;1;18.94;137;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222739;"16/08/2012";1;;;1522;2;;4;155;138;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222746;"16/08/2012";1;;;1522;2;;1;4.27;140;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222749;"16/08/2012";1;;;1522;2;;4;105.73;141;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222751;"16/08/2012";1;;;1522;2;;4;46.58;143;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222753;"16/08/2012";1;;;1522;2;;5;16.26;146;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222755;"16/08/2012";1;;;1522;2;;4;38.01;148;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222758;"16/08/2012";1;;;1522;2;;4;59.74;150;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222760;"16/08/2012";1;;;1522;2;;1;20.45;152;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222763;"16/08/2012";1;;;1522;2;;5;9.99;154;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222764;"16/08/2012";1;;;1522;2;;1;120.49;153;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222768;"16/08/2012";1;;;1522;2;;6;72.56;131;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222769;"16/08/2012";1;;;1522;2;;4;49.38;133;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222774;"16/08/2012";1;;;1522;2;;1;151.35;135;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222775;"16/08/2012";1;;;1522;2;;4;25.96;128;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222780;"16/08/2012";1;;;1522;2;;1;3.3;136;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222784;"16/08/2012";1;;;1522;2;;4;10.52;139;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222785;"16/08/2012";1;;;1522;2;;1;78.14;137;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222790;"16/08/2012";1;;;1522;2;;6;38.29;142;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222801;"16/08/2012";1;;;1522;2;;1;6.53;141;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222804;"16/08/2012";1;;;1522;2;;6;52.35;145;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222809;"16/08/2012";1;;;1522;2;;1;14.55;149;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222811;"16/08/2012";1;;;1522;2;;5;11.89;147;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222812;"16/08/2012";1;;;1522;2;;5;35.79;152;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222816;"16/08/2012";1;;;1522;2;;5;7.68;150;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222818;"16/08/2012";1;;;1522;2;;5;30.99;154;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222826;"16/08/2012";1;;;1522;2;;1;22.24;156;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222832;"16/08/2012";1;;;1522;2;;6;31.15;157;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222836;"16/08/2012";1;;;1522;2;;1;1.77;162;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222837;"16/08/2012";1;;;1522;2;;5;87.7;165;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222850;"16/08/2012";1;;;1522;2;;4;58.72;163;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222851;"16/08/2012";1;;;1522;2;;5;14.54;167;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222853;"16/08/2012";1;;;1522;2;;1;8.59;170;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222859;"16/08/2012";1;;;1522;2;;1;24.15;169;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921222866;"16/08/2012";1;;;1522;2;;1;23.32;171;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
921223563;"16/08/2012";1;;;1242;2;;1;21.33;116461;"04/06/2013";0;ES;AVENIDA DOUTOR OLIVIO LIRA, 353;PRAIA DA COSTA;VILA VELHA;"29101950"
921227534;"16/08/2012";1;;;1456;2;;5;12.37;5037;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227535;"16/08/2012";1;;;1456;2;;1;19.7;5039;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227536;"16/08/2012";1;;;1456;2;;5;39.43;6012;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227537;"16/08/2012";1;;;1456;2;;4;23.73;6009;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227538;"16/08/2012";1;;;1456;2;;5;67.25;5040;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227539;"16/08/2012";1;;;1456;2;;4;58.86;5042;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227542;"16/08/2012";1;;;1456;2;;1;18.74;5044;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227543;"16/08/2012";1;;;1456;2;;1;5.49;5045;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227544;"16/08/2012";1;;;1456;2;;1;9.28;5046;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227545;"16/08/2012";1;;;1456;2;;5;18.62;5047;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227546;"16/08/2012";1;;;1456;2;;5;30.21;5049;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227547;"16/08/2012";1;;;1456;2;;4;15.73;5051;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227551;"16/08/2012";1;;;1456;2;;5;5.49;5053;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227552;"16/08/2012";1;;;1456;2;;1;6.69;5055;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227553;"16/08/2012";1;;;1456;2;;5;60.04;5056;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227554;"16/08/2012";1;;;1456;2;;5;10.99;5058;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227556;"16/08/2012";1;;;1456;2;;1;13.99;5062;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227557;"16/08/2012";1;;;1456;2;;5;52.54;5060;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227563;"16/08/2012";1;;;1456;2;;1;47.4;5067;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227564;"16/08/2012";1;;;1456;2;;1;59.5;5068;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227565;"16/08/2012";1;;;1456;2;;5;115.04;5069;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227566;"16/08/2012";1;;;1456;2;;1;13.2;5071;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227569;"16/08/2012";1;;;1456;2;;5;13.98;5072;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227570;"16/08/2012";1;;;1456;2;;5;17.54;5074;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227573;"16/08/2012";1;;;1456;2;;1;28.07;5076;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227574;"16/08/2012";1;;;1456;2;;1;10.14;5078;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227575;"16/08/2012";1;;;1456;2;;1;16.05;5080;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227576;"16/08/2012";1;;;1456;2;;1;9.59;5079;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227583;"16/08/2012";1;;;1456;2;;1;12.6;5077;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227584;"16/08/2012";1;;;1456;2;;4;55.31;5081;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227593;"16/08/2012";1;;;1456;2;;1;7.74;5087;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227594;"16/08/2012";1;;;1456;2;;1;25.34;5088;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227598;"16/08/2012";1;;;1456;2;;5;21.38;5085;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227599;"16/08/2012";1;;;1456;2;;1;4.84;5089;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227601;"16/08/2012";1;;;1456;2;;1;15.9;5090;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227602;"16/08/2012";1;;;1456;2;;1;12.04;5091;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227603;"16/08/2012";1;;;1456;2;;1;7.2;5092;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227604;"16/08/2012";1;;;1456;2;;1;2.51;5093;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227605;"16/08/2012";1;;;1456;2;;1;32;5095;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227606;"16/08/2012";1;;;1456;2;;1;8.39;5094;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227607;"16/08/2012";1;;;1456;2;;5;10.98;5096;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227609;"16/08/2012";1;;;1456;2;;1;13.55;5098;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227610;"16/08/2012";1;;;1456;2;;1;64.37;5101;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227612;"16/08/2012";1;;;1456;2;;4;11.09;5102;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227613;"16/08/2012";1;;;1456;2;;1;1.28;5105;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227614;"16/08/2012";1;;;1456;2;;1;54.23;5104;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227615;"16/08/2012";1;;;1456;2;;5;74.7;5109;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227616;"16/08/2012";1;;;1456;2;;1;6.25;5108;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227617;"16/08/2012";1;;;1456;2;;5;62.71;5106;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227618;"16/08/2012";1;;;1456;2;;4;99.31;5111;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227619;"16/08/2012";1;;;1456;2;;1;14.11;5113;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227620;"16/08/2012";1;;;1456;2;;1;6.85;5116;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227621;"16/08/2012";1;;;1456;2;;6;19.5;5114;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227623;"16/08/2012";1;;;1456;2;;1;7.94;5117;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227624;"16/08/2012";1;;;1456;2;;1;42.47;5118;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227625;"16/08/2012";1;;;1456;2;;4;64.33;5120;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227626;"16/08/2012";1;;;1456;2;;1;11.25;5119;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227627;"16/08/2012";1;;;1456;2;;5;6.54;5122;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227628;"16/08/2012";1;;;1456;2;;1;36.57;5125;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227630;"16/08/2012";1;;;1456;2;;1;2.65;5124;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227631;"16/08/2012";1;;;1456;2;;1;61.69;5126;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227632;"16/08/2012";1;;;1456;2;;5;25.75;5127;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227637;"16/08/2012";1;;;1456;2;;5;50.37;5134;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227638;"16/08/2012";1;;;1456;2;;1;1.28;5138;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227639;"16/08/2012";1;;;1456;2;;1;8.27;5137;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227641;"16/08/2012";1;;;1456;2;;1;23.77;5139;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227642;"16/08/2012";1;;;1456;2;;1;2.55;5142;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227643;"16/08/2012";1;;;1456;2;;4;44.15;5143;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227648;"16/08/2012";1;;;1456;2;;1;10.08;5146;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227652;"16/08/2012";1;;;1456;2;;1;17.64;5149;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227653;"16/08/2012";1;;;1456;2;;5;73.3;5151;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227654;"16/08/2012";1;;;1456;2;;1;20.23;5150;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921227656;"16/08/2012";1;;;1456;2;;1;26.04;5154;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228294;"16/08/2012";1;;;1456;2;;1;39.75;6004;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228295;"16/08/2012";1;;;1456;2;;1;2.55;6011;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228296;"16/08/2012";1;;;1456;2;;1;10.99;6014;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228308;"16/08/2012";1;;;1456;2;;1;8.19;6018;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228312;"16/08/2012";1;;;1456;2;;1;1.36;6022;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228313;"16/08/2012";1;;;1456;2;;5;26.55;6023;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228314;"16/08/2012";1;;;1456;2;;1;50.62;6025;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228315;"16/08/2012";1;;;1456;2;;5;22.9;6019;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228316;"16/08/2012";1;;;1456;2;;1;10.25;6026;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228317;"16/08/2012";1;;;1456;2;;5;78.17;6027;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228318;"16/08/2012";1;;;1456;2;;4;309.74;6029;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228319;"16/08/2012";1;;;1456;2;;4;22.02;6033;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228320;"16/08/2012";1;;;1456;2;;1;66.1;6037;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
